"Rel","Split","Class","Ext","Bytes","Readable","W","H","Pix","Mean","Std"
"train\greening\local_DataSet_Image_001890_Greening(91).jpg","train","greening",".jpg","14504","True","224","224","Format24bppRgb","53,15","44,99"
"train\greening\local_DataSet_Image_001891_Greening(115).jpg","train","greening",".jpg","16137","True","224","224","Format24bppRgb","46,13","43,41"
"train\greening\local_DataSet_Image_001892_Greening(10).jpg","train","greening",".jpg","15432","True","224","224","Format24bppRgb","49,73","43,34"
"train\greening\local_DataSet_Image_001893_Greening(15).jpg","train","greening",".jpg","17990","True","224","224","Format24bppRgb","78,83","56,52"
"train\greening\local_DataSet_Image_001894_Greening(151).jpg","train","greening",".jpg","14479","True","224","224","Format24bppRgb","41,64","38,68"
"train\greening\local_DataSet_Image_001895_Greening(309).jpg","train","greening",".jpg","15302","True","224","224","Format24bppRgb","41,68","31,65"
"train\greening\local_DataSet_Image_001896_Greening(5).jpg","train","greening",".jpg","16500","True","224","224","Format24bppRgb","47,15","42,31"
"train\greening\local_DataSet_Image_001897_Greening(103).jpg","train","greening",".jpg","16660","True","224","224","Format24bppRgb","67,21","52,11"
"train\greening\local_DataSet_Image_001898_Greening(177).jpg","train","greening",".jpg","14908","True","224","224","Format24bppRgb","54,64","44,45"
"train\greening\local_DataSet_Image_001899_Greening(315).jpg","train","greening",".jpg","17013","True","224","224","Format24bppRgb","54,65","42,43"
"train\greening\local_DataSet_Image_001900_Greening(98).jpg","train","greening",".jpg","14858","True","224","224","Format24bppRgb","51,69","46,04"
"train\greening\local_DataSet_Image_001901_Greening(53).jpg","train","greening",".jpg","17839","True","224","224","Format24bppRgb","62,37","50,07"
"train\greening\local_DataSet_Image_001902_Greening(126).jpg","train","greening",".jpg","15204","True","224","224","Format24bppRgb","46,64","42,34"
"train\greening\local_DataSet_Image_001903_Greening(202).jpg","train","greening",".jpg","13845","True","224","224","Format24bppRgb","42,32","43,57"
"train\greening\local_DataSet_Image_001904_Greening(218).jpg","train","greening",".jpg","15209","True","224","224","Format24bppRgb","40,71","33,5"
"train\greening\local_DataSet_Image_001905_Greening(33).jpg","train","greening",".jpg","15776","True","224","224","Format24bppRgb","56,43","44,14"
"train\greening\local_DataSet_Image_001906_Greening(278).jpg","train","greening",".jpg","14599","True","224","224","Format24bppRgb","131,26","53,81"
"train\greening\local_DataSet_Image_001907_Greening(191).jpg","train","greening",".jpg","15107","True","224","224","Format24bppRgb","41,02","40,57"
"train\greening\local_DataSet_Image_001908_Greening(67).jpg","train","greening",".jpg","9775","True","224","224","Format24bppRgb","12,43","9,64"
"train\greening\local_DataSet_Image_001909_Greening(40).jpg","train","greening",".jpg","15101","True","224","224","Format24bppRgb","49,38","43,99"
"train\greening\local_DataSet_Image_001910_Greening(277).jpg","train","greening",".jpg","30572","True","224","224","Format24bppRgb","76,36","56,9"
"train\greening\local_DataSet_Image_001911_Greening(148).jpg","train","greening",".jpg","17705","True","224","224","Format24bppRgb","59,31","36,81"
"train\greening\local_DataSet_Image_001912_Greening(317).jpg","train","greening",".jpg","14162","True","224","224","Format24bppRgb","49,48","45,89"
"train\greening\local_DataSet_Image_001913_Greening(280).jpg","train","greening",".jpg","14780","True","224","224","Format24bppRgb","49,57","44,24"
"train\greening\local_DataSet_Image_001914_Greening(352).jpg","train","greening",".jpg","29881","True","224","224","Format24bppRgb","106,92","43,3"
"train\greening\local_DataSet_Image_001915_Greening(29).jpg","train","greening",".jpg","15383","True","224","224","Format24bppRgb","61,52","45,3"
"train\greening\local_DataSet_Image_001916_Greening(137).jpg","train","greening",".jpg","14151","True","224","224","Format24bppRgb","41,77","37,2"
"train\greening\local_DataSet_Image_001917_Greening(96).jpg","train","greening",".jpg","17730","True","224","224","Format24bppRgb","49,19","40,94"
"train\greening\local_DataSet_Image_001918_Greening(208).jpg","train","greening",".jpg","15033","True","224","224","Format24bppRgb","45,54","43,39"
"train\greening\local_DataSet_Image_001919_Greening(250).jpg","train","greening",".jpg","10963","True","224","224","Format24bppRgb","19,11","15,26"
"train\greening\local_DataSet_Image_001920_Greening(6).jpg","train","greening",".jpg","16778","True","224","224","Format24bppRgb","57,9","34,6"
"train\greening\local_DataSet_Image_001921_Greening(128).jpg","train","greening",".jpg","15092","True","224","224","Format24bppRgb","40,69","41,01"
"train\greening\local_DataSet_Image_001922_Greening(359).jpg","train","greening",".jpg","29565","True","224","224","Format24bppRgb","72,83","53,81"
"train\greening\local_DataSet_Image_001923_Greening(114).jpg","train","greening",".jpg","17488","True","224","224","Format24bppRgb","63,51","52,36"
"train\greening\local_DataSet_Image_001924_Greening(210).jpg","train","greening",".jpg","17136","True","224","224","Format24bppRgb","54,48","43,34"
"train\greening\local_DataSet_Image_001925_Greening(118).jpg","train","greening",".jpg","17652","True","224","224","Format24bppRgb","57,5","40,14"
"train\greening\local_DataSet_Image_001926_Greening(117).jpg","train","greening",".jpg","19882","True","224","224","Format24bppRgb","68,37","43,47"
"train\greening\local_DataSet_Image_001927_Greening(23).jpg","train","greening",".jpg","13692","True","224","224","Format24bppRgb","34,51","35,78"
"train\greening\local_DataSet_Image_001928_Greening(330).jpg","train","greening",".jpg","16327","True","224","224","Format24bppRgb","48,19","41,77"
"train\greening\local_DataSet_Image_001929_Greening(111).jpg","train","greening",".jpg","9880","True","224","224","Format24bppRgb","12,86","9,8"
"train\greening\local_DataSet_Image_001930_Greening(154).jpg","train","greening",".jpg","16046","True","224","224","Format24bppRgb","55,41","51,12"
"train\greening\local_DataSet_Image_001931_Greening(17).jpg","train","greening",".jpg","15933","True","224","224","Format24bppRgb","59,62","50,42"
"train\greening\local_DataSet_Image_001932_Greening(182).jpg","train","greening",".jpg","14847","True","224","224","Format24bppRgb","48,99","45,01"
"train\greening\local_DataSet_Image_001933_Greening(332).jpg","train","greening",".jpg","12327","True","224","224","Format24bppRgb","22,9","17,46"
"train\greening\local_DataSet_Image_001934_Greening(102).jpg","train","greening",".jpg","17663","True","224","224","Format24bppRgb","62,31","50,72"
"train\greening\local_DataSet_Image_001935_Greening(355).jpg","train","greening",".jpg","12329","True","224","224","Format24bppRgb","145,32","69,61"
"train\greening\local_DataSet_Image_001936_Greening(173).jpg","train","greening",".jpg","18363","True","224","224","Format24bppRgb","64,26","42,49"
"train\greening\local_DataSet_Image_001937_Greening(237).jpg","train","greening",".jpg","14520","True","224","224","Format24bppRgb","43,88","42,41"
"train\greening\local_DataSet_Image_001938_Greening(76).jpg","train","greening",".jpg","15893","True","224","224","Format24bppRgb","59,18","48,07"
"train\greening\local_DataSet_Image_001939_Greening(55).jpg","train","greening",".jpg","14703","True","224","224","Format24bppRgb","45,09","43,68"
"train\greening\local_DataSet_Image_001940_Greening(351).jpg","train","greening",".jpg","33792","True","224","224","Format24bppRgb","104,44","57,65"
"train\greening\local_DataSet_Image_001941_Greening(136).jpg","train","greening",".jpg","14188","True","224","224","Format24bppRgb","55,06","50,53"
"train\greening\local_DataSet_Image_001942_Greening(288).jpg","train","greening",".jpg","17419","True","224","224","Format24bppRgb","54,33","48,68"
"train\greening\local_DataSet_Image_001943_Greening(144).jpg","train","greening",".jpg","15495","True","224","224","Format24bppRgb","53,98","49,61"
"train\greening\local_DataSet_Image_001944_Greening(246).jpg","train","greening",".jpg","14242","True","224","224","Format24bppRgb","37,31","38,83"
"train\greening\local_DataSet_Image_001945_Greening(123).jpg","train","greening",".jpg","15530","True","224","224","Format24bppRgb","57,54","49,95"
"train\greening\local_DataSet_Image_001946_Greening(275).jpg","train","greening",".jpg","18539","True","224","224","Format24bppRgb","67,18","43,2"
"train\greening\local_DataSet_Image_001947_Greening(291).jpg","train","greening",".jpg","12413","True","224","224","Format24bppRgb","26,07","24,76"
"train\greening\local_DataSet_Image_001948_Greening(78).jpg","train","greening",".jpg","10649","True","224","224","Format24bppRgb","16,3","12,81"
"train\greening\local_DataSet_Image_001949_Greening(167).jpg","train","greening",".jpg","17930","True","224","224","Format24bppRgb","57,19","46,45"
"train\greening\local_DataSet_Image_001950_Greening(247).jpg","train","greening",".jpg","13662","True","224","224","Format24bppRgb","49,86","49,58"
"train\greening\local_DataSet_Image_001951_Greening(272).jpg","train","greening",".jpg","11650","True","224","224","Format24bppRgb","19,71","15,26"
"train\greening\local_DataSet_Image_001952_Greening(306).jpg","train","greening",".jpg","14334","True","224","224","Format24bppRgb","41,18","39,2"
"train\greening\local_DataSet_Image_001953_Greening(318).jpg","train","greening",".jpg","15033","True","224","224","Format24bppRgb","56,29","48,62"
"train\greening\local_DataSet_Image_001954_Greening(226).jpg","train","greening",".jpg","15896","True","224","224","Format24bppRgb","48,98","40,36"
"train\greening\local_DataSet_Image_001955_Greening(41).jpg","train","greening",".jpg","13661","True","224","224","Format24bppRgb","31,85","30,17"
"train\greening\local_DataSet_Image_001956_Greening(47).jpg","train","greening",".jpg","15531","True","224","224","Format24bppRgb","54,16","44,61"
"train\greening\local_DataSet_Image_001957_Greening(340).jpg","train","greening",".jpg","9966","True","224","224","Format24bppRgb","13,22","8,66"
"train\greening\local_DataSet_Image_001958_Greening(42).jpg","train","greening",".jpg","15298","True","224","224","Format24bppRgb","43,63","38"
"train\greening\local_DataSet_Image_001959_Greening(349).jpg","train","greening",".jpg","18204","True","224","224","Format24bppRgb","57,57","39,91"
"train\greening\local_DataSet_Image_001960_Greening(52).jpg","train","greening",".jpg","13918","True","224","224","Format24bppRgb","31,69","32,02"
"train\greening\local_DataSet_Image_001961_Greening(216).jpg","train","greening",".jpg","14585","True","224","224","Format24bppRgb","48,71","45,23"
"train\greening\local_DataSet_Image_001962_Greening(49).jpg","train","greening",".jpg","14135","True","224","224","Format24bppRgb","49,42","46,13"
"train\greening\local_DataSet_Image_001963_Greening(22).jpg","train","greening",".jpg","11563","True","224","224","Format24bppRgb","19,45","15,56"
"train\greening\local_DataSet_Image_001964_Greening(58).jpg","train","greening",".jpg","15189","True","224","224","Format24bppRgb","53,85","46,4"
"train\greening\local_DataSet_Image_001965_Greening(281).jpg","train","greening",".jpg","15872","True","224","224","Format24bppRgb","47,13","38,91"
"train\greening\local_DataSet_Image_001966_Greening(54).jpg","train","greening",".jpg","13255","True","224","224","Format24bppRgb","27,98","24,82"
"train\greening\local_DataSet_Image_001967_Greening(222).jpg","train","greening",".jpg","15107","True","224","224","Format24bppRgb","49,88","48,23"
"train\greening\local_DataSet_Image_001968_Greening(87).jpg","train","greening",".jpg","15329","True","224","224","Format24bppRgb","59,03","45,51"
"train\greening\local_DataSet_Image_001969_Greening(249).jpg","train","greening",".jpg","11997","True","224","224","Format24bppRgb","21,53","18,63"
"train\greening\local_DataSet_Image_001970_Greening(4).jpg","train","greening",".jpg","15203","True","224","224","Format24bppRgb","52,29","51,23"
"train\greening\local_DataSet_Image_001971_Greening(95).jpg","train","greening",".jpg","17144","True","224","224","Format24bppRgb","58,45","50,85"
"train\greening\local_DataSet_Image_001972_Greening(131).jpg","train","greening",".jpg","14010","True","224","224","Format24bppRgb","51,09","48,76"
"train\greening\local_DataSet_Image_001973_Greening(262).jpg","train","greening",".jpg","16646","True","224","224","Format24bppRgb","47,79","42,06"
"train\greening\local_DataSet_Image_001974_Greening(267).jpg","train","greening",".jpg","18295","True","224","224","Format24bppRgb","79,6","55,59"
"train\greening\local_DataSet_Image_001975_Greening(62).jpg","train","greening",".jpg","16429","True","224","224","Format24bppRgb","60,02","50,61"
"train\greening\local_DataSet_Image_001976_Greening(59).jpg","train","greening",".jpg","16427","True","224","224","Format24bppRgb","48,11","43,24"
"train\greening\local_DataSet_Image_001977_Greening(130).jpg","train","greening",".jpg","15391","True","224","224","Format24bppRgb","49,8","43,38"
"train\greening\local_DataSet_Image_001978_Greening(266).jpg","train","greening",".jpg","15507","True","224","224","Format24bppRgb","56,3","48,85"
"train\greening\local_DataSet_Image_001979_Greening(135).jpg","train","greening",".jpg","18321","True","224","224","Format24bppRgb","65","39,42"
"train\greening\local_DataSet_Image_001980_Greening(346).jpg","train","greening",".jpg","16433","True","224","224","Format24bppRgb","46,89","44,26"
"train\greening\local_DataSet_Image_001981_Greening(220).jpg","train","greening",".jpg","15244","True","224","224","Format24bppRgb","47,27","43,69"
"train\greening\local_DataSet_Image_001982_Greening(264).jpg","train","greening",".jpg","14610","True","224","224","Format24bppRgb","44,45","42,3"
"train\greening\local_DataSet_Image_001983_Greening(85).jpg","train","greening",".jpg","18244","True","224","224","Format24bppRgb","66,77","43,12"
"train\greening\local_DataSet_Image_001984_Greening(199).jpg","train","greening",".jpg","9923","True","224","224","Format24bppRgb","13,05","9,64"
"train\greening\local_DataSet_Image_001985_Greening(256).jpg","train","greening",".jpg","16429","True","224","224","Format24bppRgb","47,51","44,51"
"train\greening\local_DataSet_Image_001986_Greening(101).jpg","train","greening",".jpg","17258","True","224","224","Format24bppRgb","56,1","40,76"
"train\greening\local_DataSet_Image_001987_Greening(305).jpg","train","greening",".jpg","12729","True","224","224","Format24bppRgb","37,88","40,57"
"train\greening\local_DataSet_Image_001988_Greening(90).jpg","train","greening",".jpg","18747","True","224","224","Format24bppRgb","79,65","52,35"
"train\greening\local_DataSet_Image_001989_Greening(358).jpg","train","greening",".jpg","32089","True","224","224","Format24bppRgb","149,08","55,84"
"train\greening\local_DataSet_Image_001990_Greening(331).jpg","train","greening",".jpg","15697","True","224","224","Format24bppRgb","48,92","40,5"
"train\greening\local_DataSet_Image_001991_Greening(141).jpg","train","greening",".jpg","10752","True","224","224","Format24bppRgb","19,14","16,03"
"train\greening\local_DataSet_Image_001992_Greening(294).jpg","train","greening",".jpg","15281","True","224","224","Format24bppRgb","46,8","42,46"
"train\greening\local_DataSet_Image_001993_Greening(350).jpg","train","greening",".jpg","14108","True","224","224","Format24bppRgb","52,89","46,31"
"train\greening\local_DataSet_Image_001994_Greening(163).jpg","train","greening",".jpg","17959","True","224","224","Format24bppRgb","90,9","43,77"
"train\greening\local_DataSet_Image_001995_Greening(225).jpg","train","greening",".jpg","18246","True","224","224","Format24bppRgb","80,27","54,55"
"train\greening\local_DataSet_Image_001996_Greening(69).jpg","train","greening",".jpg","21638","True","224","224","Format24bppRgb","63,21","40,22"
"train\healthy\00001_rotated_by_15_Screen_Shot_2018-06-12_at_11.50.14_PM.jpg","train","healthy",".jpg","7008","True","224","224","Format24bppRgb","163,55","78,63"
"train\healthy\00002_rotated_by_15_Screen_Shot_2018-06-12_at_11.50.19_PM.jpg","train","healthy",".jpg","6897","True","224","224","Format24bppRgb","161,75","66,52"
"train\healthy\00003_rotated_by_15_Screen_Shot_2018-06-12_at_11.50.28_PM.jpg","train","healthy",".jpg","7121","True","224","224","Format24bppRgb","168,03","70,05"
"train\healthy\00004_rotated_by_15_Screen_Shot_2018-06-12_at_11.50.33_PM.jpg","train","healthy",".jpg","7080","True","224","224","Format24bppRgb","165,96","67,93"
"train\healthy\00005_rotated_by_15_Screen_Shot_2018-06-12_at_11.50.41_PM.jpg","train","healthy",".jpg","7051","True","224","224","Format24bppRgb","162,84","78,17"
"train\healthy\00006_rotated_by_15_Screen_Shot_2018-06-12_at_11.50.47_PM.jpg","train","healthy",".jpg","8022","True","224","224","Format24bppRgb","157,95","71,18"
"train\healthy\00007_rotated_by_15_Screen_Shot_2018-06-12_at_11.50.54_PM.jpg","train","healthy",".jpg","7968","True","224","224","Format24bppRgb","154,36","72,26"
"train\healthy\00008_rotated_by_15_Screen_Shot_2018-06-12_at_11.51.02_PM.jpg","train","healthy",".jpg","7611","True","224","224","Format24bppRgb","160,19","74,18"
"train\healthy\00009_rotated_by_15_Screen_Shot_2018-06-12_at_11.51.08_PM.jpg","train","healthy",".jpg","7414","True","224","224","Format24bppRgb","153,47","70,16"
"train\healthy\00010_rotated_by_15_Screen_Shot_2018-06-12_at_11.51.13_PM.jpg","train","healthy",".jpg","7078","True","224","224","Format24bppRgb","158,15","70,6"
"train\healthy\00011_rotated_by_15_Screen_Shot_2018-06-12_at_11.51.47_PM.jpg","train","healthy",".jpg","6903","True","224","224","Format24bppRgb","163,17","76,47"
"train\healthy\00012_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.03_PM.jpg","train","healthy",".jpg","8416","True","224","224","Format24bppRgb","157,02","69,1"
"train\healthy\00013_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.12_PM.jpg","train","healthy",".jpg","8114","True","224","224","Format24bppRgb","150,15","79,41"
"train\healthy\00014_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.16_PM.jpg","train","healthy",".jpg","7165","True","224","224","Format24bppRgb","156,14","65,51"
"train\healthy\00015_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.21_PM.jpg","train","healthy",".jpg","6955","True","224","224","Format24bppRgb","161,35","72,3"
"train\healthy\00016_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.26_PM.jpg","train","healthy",".jpg","6813","True","224","224","Format24bppRgb","163,05","72,28"
"train\healthy\00017_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.32_PM.jpg","train","healthy",".jpg","5510","True","224","224","Format24bppRgb","162,08","72"
"train\healthy\00018_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.40_PM.jpg","train","healthy",".jpg","7930","True","224","224","Format24bppRgb","155,67","69,14"
"train\healthy\00019_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.46_PM.jpg","train","healthy",".jpg","7266","True","224","224","Format24bppRgb","144,11","65,75"
"train\healthy\00020_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.51_PM.jpg","train","healthy",".jpg","6409","True","224","224","Format24bppRgb","169,72","72,06"
"train\healthy\00021_rotated_by_15_Screen_Shot_2018-06-12_at_11.52.55_PM.jpg","train","healthy",".jpg","6743","True","224","224","Format24bppRgb","160,84","69,3"
"train\healthy\00022_rotated_by_15_Screen_Shot_2018-06-12_at_11.53.12_PM.jpg","train","healthy",".jpg","6767","True","224","224","Format24bppRgb","164,06","69,53"
"train\healthy\00023_rotated_by_15_Screen_Shot_2018-06-12_at_11.53.17_PM.jpg","train","healthy",".jpg","5637","True","224","224","Format24bppRgb","163,34","71,71"
"train\healthy\00024_rotated_by_15_Screen_Shot_2018-06-12_at_11.53.22_PM.jpg","train","healthy",".jpg","7391","True","224","224","Format24bppRgb","154,51","69,91"
"train\healthy\00025_rotated_by_15_Screen_Shot_2018-06-12_at_11.53.33_PM.jpg","train","healthy",".jpg","6963","True","224","224","Format24bppRgb","159,33","73,32"
"train\healthy\00026_rotated_by_15_Screen_Shot_2018-06-12_at_11.53.43_PM.jpg","train","healthy",".jpg","7279","True","224","224","Format24bppRgb","168,56","81,95"
"train\healthy\00027_rotated_by_15_Screen_Shot_2018-06-12_at_11.53.53_PM.jpg","train","healthy",".jpg","7639","True","224","224","Format24bppRgb","155,81","71,39"
"train\healthy\00028_rotated_by_15_Screen_Shot_2018-06-12_at_11.54.03_PM.jpg","train","healthy",".jpg","7939","True","224","224","Format24bppRgb","160,54","65,15"
"train\healthy\00029_rotated_by_15_Screen_Shot_2018-06-12_at_11.54.10_PM.jpg","train","healthy",".jpg","5648","True","224","224","Format24bppRgb","162,69","69,32"
"train\healthy\00030_rotated_by_15_Screen_Shot_2018-06-12_at_11.54.20_PM.jpg","train","healthy",".jpg","7033","True","224","224","Format24bppRgb","149,71","62,37"
"train\healthy\00031_rotated_by_15_Screen_Shot_2018-06-12_at_11.54.27_PM.jpg","train","healthy",".jpg","5606","True","224","224","Format24bppRgb","173,89","75,31"
"train\healthy\00032_rotated_by_15_Screen_Shot_2018-06-12_at_11.54.35_PM.jpg","train","healthy",".jpg","8614","True","224","224","Format24bppRgb","153,29","62,63"
"train\healthy\00033_rotated_by_15_Screen_Shot_2018-06-12_at_11.54.44_PM.jpg","train","healthy",".jpg","7218","True","224","224","Format24bppRgb","154,72","68,9"
"train\healthy\00034_rotated_by_15_Screen_Shot_2018-06-12_at_11.54.55_PM.jpg","train","healthy",".jpg","4970","True","224","224","Format24bppRgb","186,17","76,65"
"train\healthy\00035_rotated_by_15_Screen_Shot_2018-06-12_at_11.55.00_PM.jpg","train","healthy",".jpg","5958","True","224","224","Format24bppRgb","144,75","60,68"
"train\healthy\00036_rotated_by_15_Screen_Shot_2018-06-12_at_11.55.05_PM.jpg","train","healthy",".jpg","7172","True","224","224","Format24bppRgb","159,8","70,92"
"train\healthy\00037_rotated_by_15_Screen_Shot_2018-06-12_at_11.55.23_PM.jpg","train","healthy",".jpg","8774","True","224","224","Format24bppRgb","155,88","72,78"
"train\healthy\00038_rotated_by_15_Screen_Shot_2018-06-12_at_11.55.28_PM.jpg","train","healthy",".jpg","6047","True","224","224","Format24bppRgb","157,8","71,99"
"train\healthy\00039_rotated_by_15_Screen_Shot_2018-06-12_at_11.55.37_PM.jpg","train","healthy",".jpg","7520","True","224","224","Format24bppRgb","129,58","73,6"
"train\healthy\00040_rotated_by_15_Screen_Shot_2018-06-12_at_11.55.42_PM.jpg","train","healthy",".jpg","6331","True","224","224","Format24bppRgb","158,57","70,48"
"train\healthy\00041_rotated_by_15_Screen_Shot_2018-06-12_at_11.55.48_PM.jpg","train","healthy",".jpg","6682","True","224","224","Format24bppRgb","165,74","72,26"
"train\healthy\00042_rotated_by_15_Screen_Shot_2018-06-12_at_11.55.58_PM.jpg","train","healthy",".jpg","7822","True","224","224","Format24bppRgb","145,21","71,3"
"train\healthy\00043_rotated_by_15_Screen_Shot_2018-06-12_at_11.56.02_PM.jpg","train","healthy",".jpg","7124","True","224","224","Format24bppRgb","142,48","60,64"
"train\healthy\00044_rotated_by_15_Screen_Shot_2018-06-12_at_11.56.16_PM.jpg","train","healthy",".jpg","6885","True","224","224","Format24bppRgb","156,25","77,87"
"train\healthy\00045_rotated_by_15_Screen_Shot_2018-06-12_at_11.56.20_PM.jpg","train","healthy",".jpg","7078","True","224","224","Format24bppRgb","150,49","69,3"
"train\healthy\00046_rotated_by_15_Screen_Shot_2018-06-12_at_11.56.35_PM.jpg","train","healthy",".jpg","7339","True","224","224","Format24bppRgb","145,18","70,92"
"train\healthy\00047_rotated_by_15_Screen_Shot_2018-06-12_at_11.56.43_PM.jpg","train","healthy",".jpg","6843","True","224","224","Format24bppRgb","164,56","72,57"
"train\healthy\00048_rotated_by_15_Screen_Shot_2018-06-12_at_11.56.48_PM.jpg","train","healthy",".jpg","7057","True","224","224","Format24bppRgb","150,85","71,56"
"train\healthy\00049_rotated_by_15_Screen_Shot_2018-06-12_at_11.56.55_PM.jpg","train","healthy",".jpg","7930","True","224","224","Format24bppRgb","157,22","73,14"
"train\healthy\00050_rotated_by_15_Screen_Shot_2018-06-12_at_11.57.07_PM.jpg","train","healthy",".jpg","7467","True","224","224","Format24bppRgb","140,35","70,82"
"train\healthy\00051_rotated_by_15_Screen_Shot_2018-06-12_at_11.57.37_PM.jpg","train","healthy",".jpg","7618","True","224","224","Format24bppRgb","162,82","72,2"
"train\healthy\00052_rotated_by_15_Screen_Shot_2018-06-12_at_11.57.45_PM.jpg","train","healthy",".jpg","7815","True","224","224","Format24bppRgb","156,76","64,68"
"train\healthy\00053_rotated_by_15_Screen_Shot_2018-06-12_at_11.57.52_PM.jpg","train","healthy",".jpg","6845","True","224","224","Format24bppRgb","149,94","72,06"
"train\healthy\00054_rotated_by_15_Screen_Shot_2018-06-12_at_11.58.02_PM.jpg","train","healthy",".jpg","6386","True","224","224","Format24bppRgb","146,68","65,08"
"train\healthy\00055_rotated_by_15_Screen_Shot_2018-06-12_at_11.58.11_PM.jpg","train","healthy",".jpg","6800","True","224","224","Format24bppRgb","159,26","74,44"
"train\healthy\00056_rotated_by_15_Screen_Shot_2018-06-12_at_11.58.18_PM.jpg","train","healthy",".jpg","6199","True","224","224","Format24bppRgb","151,34","72,65"
"train\healthy\00057_rotated_by_15_Screen_Shot_2018-06-12_at_11.58.24_PM.jpg","train","healthy",".jpg","7718","True","224","224","Format24bppRgb","155,9","71,22"
"train\healthy\00058_rotated_by_15_Screen_Shot_2018-06-12_at_11.58.28_PM.jpg","train","healthy",".jpg","8756","True","224","224","Format24bppRgb","152,41","72,26"
"train\healthy\00059_rotated_by_15_Screen_Shot_2018-06-12_at_11.58.43_PM.jpg","train","healthy",".jpg","7523","True","224","224","Format24bppRgb","154,07","67,79"
"train\healthy\00060_rotated_by_15_Screen_Shot_2018-06-12_at_11.58.50_PM.jpg","train","healthy",".jpg","6388","True","224","224","Format24bppRgb","178,12","73,59"
"train\healthy\00061_rotated_by_15_Screen_Shot_2018-06-12_at_11.58.56_PM.jpg","train","healthy",".jpg","6898","True","224","224","Format24bppRgb","160,54","74,62"
"train\healthy\00062_rotated_by_15_Screen_Shot_2018-06-12_at_11.59.11_PM.jpg","train","healthy",".jpg","7486","True","224","224","Format24bppRgb","154,8","68,95"
"train\healthy\00063_rotated_by_15_Screen_Shot_2018-06-12_at_11.59.19_PM.jpg","train","healthy",".jpg","5748","True","224","224","Format24bppRgb","171,09","72,24"
"train\healthy\00064_rotated_by_15_Screen_Shot_2018-06-12_at_11.59.23_PM.jpg","train","healthy",".jpg","5646","True","224","224","Format24bppRgb","164,26","70,14"
"train\healthy\00065_rotated_by_15_Screen_Shot_2018-06-12_at_11.59.28_PM.jpg","train","healthy",".jpg","5611","True","224","224","Format24bppRgb","169,27","71,3"
"train\healthy\00066_rotated_by_15_Screen_Shot_2018-06-12_at_11.59.33_PM.jpg","train","healthy",".jpg","5537","True","224","224","Format24bppRgb","174,78","73,48"
"train\healthy\00067_rotated_by_15_Screen_Shot_2018-06-12_at_11.59.38_PM.jpg","train","healthy",".jpg","6721","True","224","224","Format24bppRgb","162,02","88,54"
"train\healthy\00068_rotated_by_15_Screen_Shot_2018-06-12_at_11.59.48_PM.jpg","train","healthy",".jpg","6785","True","224","224","Format24bppRgb","164,36","69,91"
"train\healthy\00069_rotated_by_15_Screen_Shot_2018-06-12_at_11.59.54_PM.jpg","train","healthy",".jpg","7691","True","224","224","Format24bppRgb","167,18","74,82"
"train\healthy\00070_rotated_by_15_Screen_Shot_2018-06-13_at_12.00.02_AM.jpg","train","healthy",".jpg","7054","True","224","224","Format24bppRgb","152,79","77,79"
"train\healthy\00071_rotated_by_15_Screen_Shot_2018-06-13_at_12.00.06_AM.jpg","train","healthy",".jpg","7700","True","224","224","Format24bppRgb","153,01","74,2"
"train\healthy\00072_rotated_by_15_Screen_Shot_2018-06-13_at_12.00.17_AM.jpg","train","healthy",".jpg","6969","True","224","224","Format24bppRgb","160","75,01"
"train\healthy\00073_rotated_by_15_Screen_Shot_2018-06-13_at_12.00.23_AM.jpg","train","healthy",".jpg","7817","True","224","224","Format24bppRgb","154,81","79,11"
"train\healthy\00074_rotated_by_15_Screen_Shot_2018-06-13_at_12.00.35_AM.jpg","train","healthy",".jpg","7678","True","224","224","Format24bppRgb","147,31","70,84"
"train\healthy\00075_rotated_by_15_Screen_Shot_2018-06-13_at_12.00.43_AM.jpg","train","healthy",".jpg","9701","True","224","224","Format24bppRgb","160,52","65,7"
"train\healthy\00076_rotated_by_15_Screen_Shot_2018-06-13_at_12.00.54_AM.jpg","train","healthy",".jpg","5974","True","224","224","Format24bppRgb","151,8","58,34"
"train\healthy\00077_rotated_by_15_Screen_Shot_2018-06-13_at_12.01.03_AM.jpg","train","healthy",".jpg","8189","True","224","224","Format24bppRgb","150,66","73,24"
"train\healthy\00078_rotated_by_15_Screen_Shot_2018-06-13_at_12.01.10_AM.jpg","train","healthy",".jpg","7141","True","224","224","Format24bppRgb","158,96","70,02"
"train\healthy\00079_rotated_by_15_Screen_Shot_2018-06-13_at_12.01.23_AM.jpg","train","healthy",".jpg","8168","True","224","224","Format24bppRgb","160,48","71,06"
"train\healthy\00080_rotated_by_15_Screen_Shot_2018-06-13_at_12.01.32_AM.jpg","train","healthy",".jpg","5862","True","224","224","Format24bppRgb","171,02","75,74"
