"AHash","Rel","Split","Class","Base"
"0001110000101110010110111011110010111100100010000000000000000000","train\canker\local_DataSet_Image_001292_Canker(1142).jpg","train","canker","local_DataSet_Image_001292_Canker(1142)"
"0001111000100110110000011001000010000000110000000100000100111110","train\canker\local_DataSet_Image_001293_Canker(965).jpg","train","canker","local_DataSet_Image_001293_Canker(965)"
"0111100001100001010110000001111010110100100100001100000011000000","train\canker\local_DataSet_Image_001294_Canker(268).jpg","train","canker","local_DataSet_Image_001294_Canker(268)"
"1111111111100011110000001000000010011000100100001000000011000001","train\canker\local_DataSet_Image_001295_Canker(688).jpg","train","canker","local_DataSet_Image_001295_Canker(688)"
"1111111111000001100000001000100000011100100001001000000011000011","train\canker\local_DataSet_Image_001296_Canker(730).jpg","train","canker","local_DataSet_Image_001296_Canker(730)"
"1111111111100011110000011000000000000000000000001000000111000001","train\canker\local_DataSet_Image_001297_Canker(136).jpg","train","canker","local_DataSet_Image_001297_Canker(136)"
"0011100001000001000111000011110010011100100110001100000001100000","train\canker\local_DataSet_Image_001298_Canker(1130).jpg","train","canker","local_DataSet_Image_001298_Canker(1130)"
"0011000001000001010000010000001010111100101111001011110101000111","train\canker\local_DataSet_Image_001299_Canker(1029).jpg","train","canker","local_DataSet_Image_001299_Canker(1029)"
"1111111111110011110000001100010010000000100000001000000111000011","train\canker\local_DataSet_Image_001300_Canker(787).jpg","train","canker","local_DataSet_Image_001300_Canker(787)"
"1111111111110001111110001111000011100000100000001100000011000001","train\canker\local_DataSet_Image_001301_Canker(616).jpg","train","canker","local_DataSet_Image_001301_Canker(616)"
"0001110000111110011111011111110010111100100100000100000100000000","train\canker\local_DataSet_Image_001302_Canker(371).jpg","train","canker","local_DataSet_Image_001302_Canker(371)"
"1111111111000001100000001000000010010000100000001100000011000001","train\canker\local_DataSet_Image_001303_Canker(689).jpg","train","canker","local_DataSet_Image_001303_Canker(689)"
"0011110000110010011000011100101010001000100001011100000100100010","train\canker\local_DataSet_Image_001304_Canker(956).jpg","train","canker","local_DataSet_Image_001304_Canker(956)"
"1111111111000011100000011000000010000100100000001000000111100011","train\canker\local_DataSet_Image_001305_Canker(756).jpg","train","canker","local_DataSet_Image_001305_Canker(756)"
"1111111111000001100000001000000010000100100001001000000011000001","train\canker\local_DataSet_Image_001306_Canker(751).jpg","train","canker","local_DataSet_Image_001306_Canker(751)"
"0110000001000001000000010000100010011110100111111001011111100011","train\canker\local_DataSet_Image_001307_Canker(365).jpg","train","canker","local_DataSet_Image_001307_Canker(365)"
"0011100001000001000111010001111010011110100000001000000100000011","train\canker\local_DataSet_Image_001308_Canker(178).jpg","train","canker","local_DataSet_Image_001308_Canker(178)"
"1111111111000001100000001000000010001100100000001000000111100011","train\canker\local_DataSet_Image_001309_Canker(798).jpg","train","canker","local_DataSet_Image_001309_Canker(798)"
"0011110000100010000001111000001010011110100101110000100100100010","train\canker\local_DataSet_Image_001310_Canker(1105).jpg","train","canker","local_DataSet_Image_001310_Canker(1105)"
"0000111111100001100000001011000010111000001110000100000001100001","train\canker\local_DataSet_Image_001311_Canker(367).jpg","train","canker","local_DataSet_Image_001311_Canker(367)"
"0001111000000010100000011000110110001100100011000100000100101000","train\canker\local_DataSet_Image_001312_Canker(1191).jpg","train","canker","local_DataSet_Image_001312_Canker(1191)"
"0000111111000011100000011000000010000000000000000100000101100011","train\canker\local_DataSet_Image_001313_Canker(948).jpg","train","canker","local_DataSet_Image_001313_Canker(948)"
"1111111111111111110000011000000110000001100000011100001111111111","train\canker\local_DataSet_Image_001314_Canker(759).jpg","train","canker","local_DataSet_Image_001314_Canker(759)"
"0001111000111000111110001111110011111100101110000100000000100000","train\canker\local_DataSet_Image_001315_Canker(90).jpg","train","canker","local_DataSet_Image_001315_Canker(90)"
"1111111111100111100000111000000100001001000000000000000001100001","train\canker\local_DataSet_Image_001316_Canker(996).jpg","train","canker","local_DataSet_Image_001316_Canker(996)"
"0001000000110000010000001111000011111100111111000111111100111110","train\canker\local_DataSet_Image_001317_Canker(65).jpg","train","canker","local_DataSet_Image_001317_Canker(65)"
"0011110000100000010000001101000011101000111100001110000100100010","train\canker\local_DataSet_Image_001318_Canker(1175).jpg","train","canker","local_DataSet_Image_001318_Canker(1175)"
"0011110000000100010011111011110010111000100110001000000000000000","train\canker\local_DataSet_Image_001319_Canker(1192).jpg","train","canker","local_DataSet_Image_001319_Canker(1192)"
"0001111000100000100100001101100010111100101111000111100000110000","train\canker\local_DataSet_Image_001320_Canker(368).jpg","train","canker","local_DataSet_Image_001320_Canker(368)"
"0000111111000111100011011001110000001100000011000000000001000001","train\canker\local_DataSet_Image_001321_Canker(364).jpg","train","canker","local_DataSet_Image_001321_Canker(364)"
"0001110000100000010010001111110011111000111111000111110100100010","train\canker\local_DataSet_Image_001322_Canker(186).jpg","train","canker","local_DataSet_Image_001322_Canker(186)"
"0001111000111000110011001001111010011110101101000000000100000000","train\canker\local_DataSet_Image_001323_Canker(430).jpg","train","canker","local_DataSet_Image_001323_Canker(430)"
"0001111000000000110000011000000011001100100101000101100100111110","train\canker\local_DataSet_Image_001324_Canker(1018).jpg","train","canker","local_DataSet_Image_001324_Canker(1018)"
"0111100001000001000000010000010010011110100111111101111111000001","train\canker\local_DataSet_Image_001325_Canker(411).jpg","train","canker","local_DataSet_Image_001325_Canker(411)"
"1111111111000001100000011000010000001100000000001000000010000001","train\canker\local_DataSet_Image_001326_Canker(18).jpg","train","canker","local_DataSet_Image_001326_Canker(18)"
"0111100001000011000000010000000010000100100011101000011111100011","train\canker\local_DataSet_Image_001327_Canker(49).jpg","train","canker","local_DataSet_Image_001327_Canker(49)"
"0001111000000000110000011010110010101110100111010101110100111110","train\canker\local_DataSet_Image_001328_Canker(215).jpg","train","canker","local_DataSet_Image_001328_Canker(215)"
"0111100001100011000000010000111100001110100011001000010011100001","train\canker\local_DataSet_Image_001329_Canker(1028).jpg","train","canker","local_DataSet_Image_001329_Canker(1028)"
"0000001001100010011000000001100000011011010011100001111101011100","train\canker\local_DataSet_Image_001330_Canker(538).jpg","train","canker","local_DataSet_Image_001330_Canker(538)"
"1111111111000001100000001000000010010000100000001000000011000001","train\canker\local_DataSet_Image_001331_Canker(1046).jpg","train","canker","local_DataSet_Image_001331_Canker(1046)"
"0111110001000001000001000001110010011000100000001100000011100001","train\canker\local_DataSet_Image_001332_Canker(439).jpg","train","canker","local_DataSet_Image_001332_Canker(439)"
"0111100001000001000000001001100010011000101110001100000011000001","train\canker\local_DataSet_Image_001333_Canker(240).jpg","train","canker","local_DataSet_Image_001333_Canker(240)"
"0001110000000110000010011001111110011111100111110101111100001110","train\canker\local_DataSet_Image_001334_Canker(311).jpg","train","canker","local_DataSet_Image_001334_Canker(311)"
"0000111111100011111111101001110010001100000000000000000001000001","train\canker\local_DataSet_Image_001335_Canker(1067).jpg","train","canker","local_DataSet_Image_001335_Canker(1067)"
"0000000000000000000100011011111010111110101111110111111100111110","train\canker\local_DataSet_Image_001336_Canker(1086).jpg","train","canker","local_DataSet_Image_001336_Canker(1086)"
"0000111111000011100011011001100110011000000000000000000001100000","train\canker\local_DataSet_Image_001337_Canker(198).jpg","train","canker","local_DataSet_Image_001337_Canker(198)"
"1111111111100011100000011000000000001100000001001000000011000001","train\canker\local_DataSet_Image_001338_Canker(909).jpg","train","canker","local_DataSet_Image_001338_Canker(909)"
"1111111111000001100000001000000010010000100000001000000011000001","train\canker\local_DataSet_Image_001339_Canker(687).jpg","train","canker","local_DataSet_Image_001339_Canker(687)"
"0001111000111110111111101111111011111000110000000110000000000000","train\canker\local_DataSet_Image_001340_Canker(1055).jpg","train","canker","local_DataSet_Image_001340_Canker(1055)"
"0111000001000001000000000000000010011100111111001100110011100001","train\canker\local_DataSet_Image_001341_Canker(38).jpg","train","canker","local_DataSet_Image_001341_Canker(38)"
"0111100001100001001100010111000010110000100100001000000011000000","train\canker\local_DataSet_Image_001342_Canker(928).jpg","train","canker","local_DataSet_Image_001342_Canker(928)"
"0111100001000001000000000000000010000100100000111100001111111111","train\canker\local_DataSet_Image_001343_Canker(15).jpg","train","canker","local_DataSet_Image_001343_Canker(15)"
"0000111111000011110100011011100010000000000000000100000001100001","train\canker\local_DataSet_Image_001344_Canker(1014).jpg","train","canker","local_DataSet_Image_001344_Canker(1014)"
"0111100001000001000000010000110010001000100000001000000111000011","train\canker\local_DataSet_Image_001345_Canker(1147).jpg","train","canker","local_DataSet_Image_001345_Canker(1147)"
"0011100001110001011001000100110010001100110000001100000001000001","train\canker\local_DataSet_Image_001346_Canker(1012).jpg","train","canker","local_DataSet_Image_001346_Canker(1012)"
"0010000000000000000010001001110010111111100111111001111100111110","train\canker\local_DataSet_Image_001347_Canker(434).jpg","train","canker","local_DataSet_Image_001347_Canker(434)"
"1111111111000011100000011001000010000000100000001100000011100000","train\canker\local_DataSet_Image_001348_Canker(839).jpg","train","canker","local_DataSet_Image_001348_Canker(839)"
"0011110000000000010000001000000011011000111111101101110100111110","train\canker\local_DataSet_Image_001349_Canker(314).jpg","train","canker","local_DataSet_Image_001349_Canker(314)"
"0001111000000010111000001011100010111100101110000100100000100000","train\canker\local_DataSet_Image_001350_Canker(986).jpg","train","canker","local_DataSet_Image_001350_Canker(986)"
"1111111111100011110000111100001110000000100000001100000111000001","train\canker\local_DataSet_Image_001351_Canker(606).jpg","train","canker","local_DataSet_Image_001351_Canker(606)"
"1101000111011011111001011000111110001011100001101000000000000000","train\canker\local_DataSet_Image_001352_Canker(583).jpg","train","canker","local_DataSet_Image_001352_Canker(583)"
"0000000000000000000001011011110010111111101111100111111100111110","train\canker\local_DataSet_Image_001353_Canker(265).jpg","train","canker","local_DataSet_Image_001353_Canker(265)"
"0011110000110010010000011100000111000001110000011100001100111110","train\canker\local_DataSet_Image_001354_Canker(1209).jpg","train","canker","local_DataSet_Image_001354_Canker(1209)"
"0001111111000001110000001000110010001110000011100000000001000011","train\canker\local_DataSet_Image_001355_Canker(289).jpg","train","canker","local_DataSet_Image_001355_Canker(289)"
"0001110000001110010001111001110110011111100011110000110100000010","train\canker\local_DataSet_Image_001356_Canker(140).jpg","train","canker","local_DataSet_Image_001356_Canker(140)"
"0001110000000010000011111001111110011111100111110101111100001010","train\canker\local_DataSet_Image_001357_Canker(323).jpg","train","canker","local_DataSet_Image_001357_Canker(323)"
"0001000000000000010110001001111011111110110111110111111100101110","train\canker\local_DataSet_Image_001358_Canker(985).jpg","train","canker","local_DataSet_Image_001358_Canker(985)"
"0000000011011100111111101011111100111111001111110001111000000100","train\canker\local_DataSet_Image_001359_Canker(587).jpg","train","canker","local_DataSet_Image_001359_Canker(587)"
"0001110000000110000011110001110100011111100111110101111100001110","train\canker\local_DataSet_Image_001360_Canker(1194).jpg","train","canker","local_DataSet_Image_001360_Canker(1194)"
"0111100001000011001000010011100010110000100100001000000011000001","train\canker\local_DataSet_Image_001361_Canker(56).jpg","train","canker","local_DataSet_Image_001361_Canker(56)"
"0000111111100011110000011000110010000000000000000100000001100001","train\canker\local_DataSet_Image_001362_Canker(943).jpg","train","canker","local_DataSet_Image_001362_Canker(943)"
"1111111111100001110000001000000010000000100100001000000111100011","train\canker\local_DataSet_Image_001363_Canker(671).jpg","train","canker","local_DataSet_Image_001363_Canker(671)"
"0000111111000011110000011000011110000000000001000000000101000001","train\canker\local_DataSet_Image_001364_Canker(301).jpg","train","canker","local_DataSet_Image_001364_Canker(301)"
"1111111111000011100000010000010000000100000001001000000011000001","train\canker\local_DataSet_Image_001365_Canker(1120).jpg","train","canker","local_DataSet_Image_001365_Canker(1120)"
"0000111111000011100000001000000010011000010110000111000001111001","train\canker\local_DataSet_Image_001366_Canker(317).jpg","train","canker","local_DataSet_Image_001366_Canker(317)"
"1000000101000000000000101000100000101010011010000111111010101111","train\canker\local_DataSet_Image_001367_Canker(565).jpg","train","canker","local_DataSet_Image_001367_Canker(565)"
"0000111111110011110010101001111010011100000000000000000000000001","train\canker\local_DataSet_Image_001368_Canker(1081).jpg","train","canker","local_DataSet_Image_001368_Canker(1081)"
"1111111111000011100000011000000010000000100000011100000111100111","train\canker\local_DataSet_Image_001369_Canker(743).jpg","train","canker","local_DataSet_Image_001369_Canker(743)"
"1111111111000011100000011000000010010000100010001100000111100111","train\canker\local_DataSet_Image_001370_Canker(753).jpg","train","canker","local_DataSet_Image_001370_Canker(753)"
"1111111111100111100000011000100010010000100000001000000111000011","train\canker\local_DataSet_Image_001371_Canker(725).jpg","train","canker","local_DataSet_Image_001371_Canker(725)"
"0000111001100001110000001110000010111100011110000111101001111001","train\canker\local_DataSet_Image_001372_Canker(929).jpg","train","canker","local_DataSet_Image_001372_Canker(929)"
"0101001000000010100001000101010001111011000100100001001001000100","train\canker\local_DataSet_Image_001373_Canker(541).jpg","train","canker","local_DataSet_Image_001373_Canker(541)"
"1001000100111111111111110111111111111111000000000000000000000000","train\canker\local_DataSet_Image_001374_Canker(588).jpg","train","canker","local_DataSet_Image_001374_Canker(588)"
"0111100001000011000011010001111000010110000010001000000110000011","train\canker\local_DataSet_Image_001375_Canker(1133).jpg","train","canker","local_DataSet_Image_001375_Canker(1133)"
"0000111001100001110000001001110010111100000011000000000001000001","train\canker\local_DataSet_Image_001376_Canker(135).jpg","train","canker","local_DataSet_Image_001376_Canker(135)"
"1111111111100011100000011000100100001000100000001100000111100011","train\canker\local_DataSet_Image_001377_Canker(778).jpg","train","canker","local_DataSet_Image_001377_Canker(778)"
"1111111111000001100000001000010010000000100000001100000111100011","train\canker\local_DataSet_Image_001378_Canker(741).jpg","train","canker","local_DataSet_Image_001378_Canker(741)"
"0110000000000001000000000000100010011110100111101100110111111011","train\canker\local_DataSet_Image_001379_Canker(226).jpg","train","canker","local_DataSet_Image_001379_Canker(226)"
"0011100001101111010000010000000110001100100000001100000101000011","train\canker\local_DataSet_Image_001380_Canker(989).jpg","train","canker","local_DataSet_Image_001380_Canker(989)"
"0011110000110010000111111001110110001110100111111000111100000010","train\canker\local_DataSet_Image_001381_Canker(1040).jpg","train","canker","local_DataSet_Image_001381_Canker(1040)"
"1111111110000001100000000000010000001010100000001100000011000001","train\canker\local_DataSet_Image_001382_Canker(738).jpg","train","canker","local_DataSet_Image_001382_Canker(738)"
"0000111111000011100000011000111010001100000000000000000001000001","train\canker\local_DataSet_Image_001383_Canker(932).jpg","train","canker","local_DataSet_Image_001383_Canker(932)"
"0110000001000011000000010000110010111000100111001000100011000011","train\canker\local_DataSet_Image_001384_Canker(442).jpg","train","canker","local_DataSet_Image_001384_Canker(442)"
"0111000001100001010000010000010010010100100011001100100111101011","train\canker\local_DataSet_Image_001385_Canker(1042).jpg","train","canker","local_DataSet_Image_001385_Canker(1042)"
"0001110000111110011111111011111010111110000011000000000100000010","train\canker\local_DataSet_Image_001386_Canker(1025).jpg","train","canker","local_DataSet_Image_001386_Canker(1025)"
"1111111111100011110000001000000010000000100000001000000011000011","train\canker\local_DataSet_Image_001387_Canker(811).jpg","train","canker","local_DataSet_Image_001387_Canker(811)"
"1111111011000001110000001000000010001000100110001000000111000001","train\canker\local_DataSet_Image_001388_Canker(654).jpg","train","canker","local_DataSet_Image_001388_Canker(654)"
"0011100000100000011100000111100011111100111110001111110000110000","train\canker\local_DataSet_Image_001389_Canker(29).jpg","train","canker","local_DataSet_Image_001389_Canker(29)"
"0000111001001001100100001000111110011111000011110000000101000111","train\canker\local_DataSet_Image_001390_Canker(200).jpg","train","canker","local_DataSet_Image_001390_Canker(200)"
"0000111111100011110110011001110010001000000000000000000101000001","train\canker\local_DataSet_Image_001391_Canker(1102).jpg","train","canker","local_DataSet_Image_001391_Canker(1102)"
"0001110000001110000111111011111110011111101011110000001100000010","train\canker\local_DataSet_Image_001392_Canker(220).jpg","train","canker","local_DataSet_Image_001392_Canker(220)"
"0001110000000010010000011000100110111101110111110110010100111110","train\canker\local_DataSet_Image_001393_Canker(249).jpg","train","canker","local_DataSet_Image_001393_Canker(249)"
"0011000000000000010000001111100011111110111111001101110100100110","train\canker\local_DataSet_Image_001394_Canker(357).jpg","train","canker","local_DataSet_Image_001394_Canker(357)"
"1111111111000001100011101000010010000000100000001000000010000001","train\canker\local_DataSet_Image_001395_Canker(615).jpg","train","canker","local_DataSet_Image_001395_Canker(615)"
"0111100001000111000110010001100010000000100000011000000111000011","train\canker\local_DataSet_Image_001396_Canker(1236).jpg","train","canker","local_DataSet_Image_001396_Canker(1236)"
"0000111111100011110000011000000110000100000000010100001101111111","train\canker\local_DataSet_Image_001397_Canker(961).jpg","train","canker","local_DataSet_Image_001397_Canker(961)"
"1001001110000000011100001001010011010100111000100100000001000010","train\canker\local_DataSet_Image_001398_Canker(572).jpg","train","canker","local_DataSet_Image_001398_Canker(572)"
"0001110000111110010000111100100111000000110000010110000100111110","train\canker\local_DataSet_Image_001399_Canker(1210).jpg","train","canker","local_DataSet_Image_001399_Canker(1210)"
"0011110000110110000001111000111110001111100001111000010100100010","train\canker\local_DataSet_Image_001400_Canker(54).jpg","train","canker","local_DataSet_Image_001400_Canker(54)"
"0000111111100011110100011011100010010000000100000000000001000000","train\canker\local_DataSet_Image_001401_Canker(1131).jpg","train","canker","local_DataSet_Image_001401_Canker(1131)"
"0000111111000001100000111000010010011110000011110001110101001101","train\canker\local_DataSet_Image_001402_Canker(981).jpg","train","canker","local_DataSet_Image_001402_Canker(981)"
"0000001001000001100000001000100010011110000111100100000001100001","train\canker\local_DataSet_Image_001403_Canker(319).jpg","train","canker","local_DataSet_Image_001403_Canker(319)"
"0001110000111110011000011100000111000000110010010100001100111110","train\canker\local_DataSet_Image_001404_Canker(951).jpg","train","canker","local_DataSet_Image_001404_Canker(951)"
"0111100001110011010000010000110010001000100000001100000011100001","train\canker\local_DataSet_Image_001405_Canker(362).jpg","train","canker","local_DataSet_Image_001405_Canker(362)"
"0010001111011110001100000000100000001101010101010000000100000011","train\canker\local_DataSet_Image_001406_Canker(621).jpg","train","canker","local_DataSet_Image_001406_Canker(621)"
"0111100001100001010000000000000010010000100000001100000111111111","train\canker\local_DataSet_Image_001407_Canker(941).jpg","train","canker","local_DataSet_Image_001407_Canker(941)"
"1111111111100001110000001000000010000000100000001100000111111111","train\canker\local_DataSet_Image_001408_Canker(638).jpg","train","canker","local_DataSet_Image_001408_Canker(638)"
"0000001110010110011100110111000001000000000100011010110110100111","train\canker\local_DataSet_Image_001409_Canker(544).jpg","train","canker","local_DataSet_Image_001409_Canker(544)"
"0001110000100000010000011010100010011110111110100111101100110010","train\canker\local_DataSet_Image_001410_Canker(1107).jpg","train","canker","local_DataSet_Image_001410_Canker(1107)"
"0011110000001010000011011001111000011110000111001000100100000010","train\canker\local_DataSet_Image_001411_Canker(1159).jpg","train","canker","local_DataSet_Image_001411_Canker(1159)"
"0111100001000001010110000001110010011100100000001100000011000001","train\canker\local_DataSet_Image_001412_Canker(330).jpg","train","canker","local_DataSet_Image_001412_Canker(330)"
"0111111101100001000000000000000000001101100000011100001111100111","train\canker\local_DataSet_Image_001413_Canker(781).jpg","train","canker","local_DataSet_Image_001413_Canker(781)"
"1111111111000001100000000000010000001110000001001000000111000001","train\canker\local_DataSet_Image_001414_Canker(810).jpg","train","canker","local_DataSet_Image_001414_Canker(810)"
"0001110000111110011110011101110110011110100111000000000000000010","train\canker\local_DataSet_Image_001415_Canker(1092).jpg","train","canker","local_DataSet_Image_001415_Canker(1092)"
"0111100001100011010000010000000010000000100000001100000111100001","train\canker\local_DataSet_Image_001416_Canker(1166).jpg","train","canker","local_DataSet_Image_001416_Canker(1166)"
"0011100001110011010000010101100010001100100000001100000001100011","train\canker\local_DataSet_Image_001417_Canker(297).jpg","train","canker","local_DataSet_Image_001417_Canker(297)"
"0000111111100011110001111000111110001110000000000000000001000001","train\canker\local_DataSet_Image_001418_Canker(92).jpg","train","canker","local_DataSet_Image_001418_Canker(92)"
"0000001111000001110000001000000010011000011111000111100001111001","train\canker\local_DataSet_Image_001419_Canker(927).jpg","train","canker","local_DataSet_Image_001419_Canker(927)"
"0011110000100000010110001111100011111100101111001111100000000000","train\canker\local_DataSet_Image_001420_Canker(45).jpg","train","canker","local_DataSet_Image_001420_Canker(45)"
"1111111110000001100000001000000010000100100000001100000011000001","train\canker\local_DataSet_Image_001421_Canker(747).jpg","train","canker","local_DataSet_Image_001421_Canker(747)"
"0001111000110010111010011100010110111001100100000100000100100000","train\canker\local_DataSet_Image_001422_Canker(138).jpg","train","canker","local_DataSet_Image_001422_Canker(138)"
"0000111111000000110000001001000010111000011110000111100001100001","train\canker\local_DataSet_Image_001423_Canker(76).jpg","train","canker","local_DataSet_Image_001423_Canker(76)"
"1111111111100011100000011000000010000100100000001100000111110111","train\canker\local_DataSet_Image_001424_Canker(269).jpg","train","canker","local_DataSet_Image_001424_Canker(269)"
"1111111111000000100000001000100010001000100000001100000011100001","train\canker\local_DataSet_Image_001425_Canker(380).jpg","train","canker","local_DataSet_Image_001425_Canker(380)"
"0111111111000001100000001000011010001100100001001000000111100011","train\canker\local_DataSet_Image_001426_Canker(775).jpg","train","canker","local_DataSet_Image_001426_Canker(775)"
"1111111111100001110000001000010000000000000000001000000111000011","train\canker\local_DataSet_Image_001427_Canker(1058).jpg","train","canker","local_DataSet_Image_001427_Canker(1058)"
"0011110000100000000000001011110000111110101111111100111100111110","train\canker\local_DataSet_Image_001428_Canker(326).jpg","train","canker","local_DataSet_Image_001428_Canker(326)"
"0000111001000011100000011001111110011110000011000000000001000001","train\canker\local_DataSet_Image_001429_Canker(431).jpg","train","canker","local_DataSet_Image_001429_Canker(431)"
"1111111111100001110000001000000010011000100000001000000011000001","train\canker\local_DataSet_Image_001430_Canker(861).jpg","train","canker","local_DataSet_Image_001430_Canker(861)"
"0011110000100010010000011000000011011100110111001100000100110010","train\canker\local_DataSet_Image_001431_Canker(940).jpg","train","canker","local_DataSet_Image_001431_Canker(940)"
"1111111111000011100000001000000010000010100000001100000111100011","train\canker\local_DataSet_Image_001432_Canker(763).jpg","train","canker","local_DataSet_Image_001432_Canker(763)"
"0000111001111111111111111001110010011100000000000000000001000001","train\canker\local_DataSet_Image_001433_Canker(22).jpg","train","canker","local_DataSet_Image_001433_Canker(22)"
"0011110000000000000001001001111010011111101111111001111100111110","train\canker\local_DataSet_Image_001434_Canker(192).jpg","train","canker","local_DataSet_Image_001434_Canker(192)"
"0000111001100001111100001101110010111100010010000100000001100001","train\canker\local_DataSet_Image_001435_Canker(351).jpg","train","canker","local_DataSet_Image_001435_Canker(351)"
"1111111111000001100000001000000010001100100000101100000111100011","train\canker\local_DataSet_Image_001436_Canker(742).jpg","train","canker","local_DataSet_Image_001436_Canker(742)"
"0011100001000011000000010000010000011100000111001001110001000001","train\canker\local_DataSet_Image_001437_Canker(282).jpg","train","canker","local_DataSet_Image_001437_Canker(282)"
"1111111111000001100000000000000000000000100000101100000111100011","train\canker\local_DataSet_Image_001438_Canker(785).jpg","train","canker","local_DataSet_Image_001438_Canker(785)"
"0001110000111100011111101101111010111110101011000101000100000000","train\canker\local_DataSet_Image_001439_Canker(1038).jpg","train","canker","local_DataSet_Image_001439_Canker(1038)"
"0000010000101010000011111001111110011111101111110111111100111110","train\canker\local_DataSet_Image_001440_Canker(343).jpg","train","canker","local_DataSet_Image_001440_Canker(343)"
"0011100000100000010010000001100011111100111111001111110100101010","train\canker\local_DataSet_Image_001441_Canker(50).jpg","train","canker","local_DataSet_Image_001441_Canker(50)"
"1111011111110001111000011100000010000000100000001100000111000001","train\canker\local_DataSet_Image_001442_Canker(611).jpg","train","canker","local_DataSet_Image_001442_Canker(611)"
"0000111111000011100100011001100010111000001100000100000001100001","train\canker\local_DataSet_Image_001443_Canker(349).jpg","train","canker","local_DataSet_Image_001443_Canker(349)"
"0001110000000010000000011000000110001001100011010101111100111110","train\canker\local_DataSet_Image_001444_Canker(1122).jpg","train","canker","local_DataSet_Image_001444_Canker(1122)"
"1111111111000001100000001000000010000100100000101000000011000001","train\canker\local_DataSet_Image_001445_Canker(917).jpg","train","canker","local_DataSet_Image_001445_Canker(917)"
"0011100001100011000000010000011100001111100001101000000101000111","train\canker\local_DataSet_Image_001446_Canker(312).jpg","train","canker","local_DataSet_Image_001446_Canker(312)"
"1111111111100001110000001000000010001000110000001100000111100011","train\canker\local_DataSet_Image_001447_Canker(630).jpg","train","canker","local_DataSet_Image_001447_Canker(630)"
"0001110000100000011110001111100011111100111111000101110100101000","train\canker\local_DataSet_Image_001448_Canker(174).jpg","train","canker","local_DataSet_Image_001448_Canker(174)"
"1111111111000001100000000000000000001100100011001000000111100011","train\canker\local_DataSet_Image_001449_Canker(733).jpg","train","canker","local_DataSet_Image_001449_Canker(733)"
"0000111001100001110000011000100010011000010110000100000001110011","train\canker\local_DataSet_Image_001450_Canker(1167).jpg","train","canker","local_DataSet_Image_001450_Canker(1167)"
"0111100001100001010000000100100011000000100010001100000111100011","train\canker\local_DataSet_Image_001451_Canker(1200).jpg","train","canker","local_DataSet_Image_001451_Canker(1200)"
"1111011111100001110000011100000010000000100000011100000111000011","train\canker\local_DataSet_Image_001452_Canker(599).jpg","train","canker","local_DataSet_Image_001452_Canker(599)"
"1111111111000001100000010000010000001110000001001000000111000001","train\canker\local_DataSet_Image_001453_Canker(30).jpg","train","canker","local_DataSet_Image_001453_Canker(30)"
"0000111001111111110001111000111010001110000000100000000001000001","train\canker\local_DataSet_Image_001454_Canker(1003).jpg","train","canker","local_DataSet_Image_001454_Canker(1003)"
"1111111111000011100000011000000010000100100000001000000011000001","train\canker\local_DataSet_Image_001455_Canker(1156).jpg","train","canker","local_DataSet_Image_001455_Canker(1156)"
"0001110000101010011110001111100011111100111110000101100100110100","train\canker\local_DataSet_Image_001456_Canker(124).jpg","train","canker","local_DataSet_Image_001456_Canker(124)"
"0001110000111110010000011001111010000000100000000000000100000000","train\canker\local_DataSet_Image_001457_Canker(967).jpg","train","canker","local_DataSet_Image_001457_Canker(967)"
"0111100001100011001000010001100010011000100000001100000111100011","train\canker\local_DataSet_Image_001458_Canker(256).jpg","train","canker","local_DataSet_Image_001458_Canker(256)"
"0011110000111110010000011000000110000001110000011110001100111110","train\canker\local_DataSet_Image_001459_Canker(127).jpg","train","canker","local_DataSet_Image_001459_Canker(127)"
"0111100001100111010000110000000110000001110000011100000111110011","train\canker\local_DataSet_Image_001460_Canker(116).jpg","train","canker","local_DataSet_Image_001460_Canker(116)"
"1111111111111011110000011000000010000100100000001000000111000011","train\canker\local_DataSet_Image_001461_Canker(737).jpg","train","canker","local_DataSet_Image_001461_Canker(737)"
"0011110000000000000000011000011010000110100011111101111100111110","train\canker\local_DataSet_Image_001462_Canker(142).jpg","train","canker","local_DataSet_Image_001462_Canker(142)"
"0011110000110010001110011011100010111100100110001000000000100000","train\canker\local_DataSet_Image_001463_Canker(987).jpg","train","canker","local_DataSet_Image_001463_Canker(987)"
"0001111000110000110000001000010011011000110000000100000000000010","train\canker\local_DataSet_Image_001464_Canker(1137).jpg","train","canker","local_DataSet_Image_001464_Canker(1137)"
"0000011101001111010011110000101100110101000001010000000000000001","train\canker\local_DataSet_Image_001465_Canker(540).jpg","train","canker","local_DataSet_Image_001465_Canker(540)"
"0001111000000000100000001011100010111000101111000101110100111110","train\canker\local_DataSet_Image_001466_Canker(325).jpg","train","canker","local_DataSet_Image_001466_Canker(325)"
"0000111001000001100000001011100010111000001111000101100101111111","train\canker\local_DataSet_Image_001467_Canker(1032).jpg","train","canker","local_DataSet_Image_001467_Canker(1032)"
"0001111000111110111111001111110011111100100111000100000000100000","train\canker\local_DataSet_Image_001468_Canker(109).jpg","train","canker","local_DataSet_Image_001468_Canker(109)"
"1111111111100011110000011000000010010000100000001000000011000001","train\canker\local_DataSet_Image_001469_Canker(886).jpg","train","canker","local_DataSet_Image_001469_Canker(886)"
